發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2025,1,20250116,234821,A1,桃園市政府警察局,桃園市觀音區西濱路四段361號旁,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,48,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.142538,25.071908,其他(非共享經濟與外送平台)
2025,1,20250116,234821,A1,桃園市政府警察局,桃園市觀音區西濱路四段361號旁,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,曳引車,營業用,男,48,不明,不明,車的狀態,靜止(引擎熄火),汽車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.142538,25.071908,其他(非共享經濟與外送平台)
2025,1,20250122,125008,A1,桃園市政府警察局,桃園市龍潭區五福街262巷產業道路(湖底分線42-20號電桿前),晴,無照明,村里道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,未靠右行駛,死亡1;受傷1,1,機車,普通重型,男,27,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未靠右行駛,否,121.230813,24.864280,其他(非共享經濟與外送平台)
2025,1,20250122,125008,A1,桃園市政府警察局,桃園市龍潭區五福街262巷產業道路(湖底分線42-20號電桿前),晴,無照明,村里道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,未靠右行駛,死亡1;受傷1,2,機車,普通重型,男,82,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未靠右行駛,否,121.230813,24.864280,其他(非共享經濟與外送平台)
2025,1,20250122,140600,A1,桃園市政府警察局,桃園市八德區長興路673號前0.0公尺東側,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷1,1,小客車(含客、貨兩用),自用,男,27,繫安全帶(使用幼童安全椅),未使用,車的狀態,超車(含超越),汽車,前車頭,,,駕駛者,逆向行駛,否,121.267885,24.933049,其他(非共享經濟與外送平台)
2025,1,20250122,140600,A1,桃園市政府警察局,桃園市八德區長興路673號前0.0公尺東側,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷1,2,機車,普通重型,女,46,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,機車與自行車,左側車身,無(車輛駕駛者因素),尚未發現肇事因素,否,121.267885,24.933049,以共享經濟車輛提供外送平台服務
2025,1,20250122,140600,A1,桃園市政府警察局,桃園市八德區長興路673號前0.0公尺東側,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷1,3,小客車(含客、貨兩用),自用,女,60,不明,不明,車的狀態,靜止(引擎熄火),汽車,前車頭,汽車,後車尾,無(車輛駕駛者因素),尚未發現肇事因素,否,121.267885,24.933049,其他(非共享經濟與外送平台)
2025,1,20250122,140600,A1,桃園市政府警察局,桃園市八德區長興路673號前0.0公尺東側,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷1,4,小客車(含客、貨兩用),自用,男,28,不明,不明,車的狀態,靜止(引擎熄火),汽車,前車頭,汽車,左前車頭(身),無(車輛駕駛者因素),尚未發現肇事因素,否,121.267885,24.933049,其他(非共享經濟與外送平台)
2025,1,20250123,040830,A1,桃園市政府警察局,桃園市大園區中正東路大園交流道(國道二號東向入口前),雨,有照明且開啟,市區道路,50,交岔路,多岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,曳引車,營業用,男,54,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.211346,25.059222,其他(非共享經濟與外送平台)
2025,1,20250123,040830,A1,桃園市政府警察局,桃園市大園區中正東路大園交流道(國道二號東向入口前),雨,有照明且開啟,市區道路,50,交岔路,多岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,曳引車,營業用,男,51,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.211346,25.059222,其他(非共享經濟與外送平台)
2025,1,20250123,063400,A1,桃園市政府警察局,桃園市大溪區仁和路一段口 / 桃園市大溪區仁和路一段口,雨,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,小貨車,自用,男,48,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.273189,24.902193,其他(非共享經濟與外送平台)
2025,1,20250123,063400,A1,桃園市政府警察局,桃園市大溪區仁和路一段口 / 桃園市大溪區仁和路一段口,雨,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,機車,普通重型,女,26,戴半罩式安全帽,未使用,車的狀態,等待(引擎未熄火),機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.273189,24.902193,其他(非共享經濟與外送平台)
2025,1,20250123,063400,A1,桃園市政府警察局,桃園市大溪區仁和路一段口 / 桃園市大溪區仁和路一段口,雨,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,3,大客車,遊覽車,男,38,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.273189,24.902193,其他(非共享經濟與外送平台)
2025,1,20250124,062932,A1,桃園市政府警察局,桃園市平鎮區中豐路57號前0.0公尺,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,迴轉未依規定,死亡1;受傷1,1,慢車,腳踏自行車,男,84,其他(無需使用保護裝備之人),未使用,車的狀態,迴轉或橫越道路中,機車與自行車,前車頭,,,駕駛者,迴轉未依規定,否,121.218011,24.949510,其他(非共享經濟與外送平台)
2025,1,20250124,062932,A1,桃園市政府警察局,桃園市平鎮區中豐路57號前0.0公尺,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,迴轉未依規定,死亡1;受傷1,2,機車,普通重型,男,25,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.218011,24.949510,其他(非共享經濟與外送平台)
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,1,小客車(含客、貨兩用),租賃車,男,39,繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,前車頭,,,其他,車輛或機械操作不當(慎),否,121.147545,24.899644,其他(非共享經濟與外送平台)
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,3,人,乘客,女,38,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,4,人,乘客,男,9,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,5,人,乘客,男,7,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,6,人,乘客,女,3,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,7,人,乘客,女,10,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,8,人,乘客,女,3,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250125,192500,A1,國道公路警察局,桃園市楊梅區國道1號 71公里300.0公尺處南側,晴,有照明且開啟,國道,60,單路部分,直路,路段,交通島(含槽化線),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,其他,車輛或機械操作不當(慎),死亡4;受傷4,9,人,乘客,男,1,未戴安全帽或未繫安全帶(未使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.147545,24.899644,非駕駛人
2025,1,20250131,142700,A1,桃園市政府警察局,桃園市楊梅區快速路五段口 / 桃園市楊梅區快速路五段口,陰,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,1,機車,普通重型,男,25,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,闖紅燈直行,否,121.171739,24.943928,其他(非共享經濟與外送平台)
2025,1,20250131,142700,A1,桃園市政府警察局,桃園市楊梅區快速路五段口 / 桃園市楊梅區快速路五段口,陰,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,2,小客車(含客、貨兩用),自用,女,39,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.171739,24.943928,其他(非共享經濟與外送平台)
2025,2,20250205,085902,A1,桃園市政府警察局,桃園市楊梅區快速路5段口 / 桃園市楊梅區快速路5段口,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,逆向行駛,死亡1;受傷1,1,機車,普通重型,女,35,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,逆向行駛,否,121.162397,24.949934,其他(非共享經濟與外送平台)
2025,2,20250205,085902,A1,桃園市政府警察局,桃園市楊梅區快速路5段口 / 桃園市楊梅區快速路5段口,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,逆向行駛,死亡1;受傷1,2,機車,普通重型,女,71,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.162397,24.949934,其他(非共享經濟與外送平台)
2025,2,20250205,160216,A1,桃園市政府警察局,桃園市中壢區高鐵南路三段北側 / 桃園市中壢區聖德路一段西側,晴,有照明且開啟,市區道路,70,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反其他號誌,死亡1;受傷0,1,小客車(含客、貨兩用),自用,女,59,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右前車頭(身),,,駕駛者,違反其他號誌,否,121.193966,24.992505,其他(非共享經濟與外送平台)
2025,2,20250205,160216,A1,桃園市政府警察局,桃園市中壢區高鐵南路三段北側 / 桃園市中壢區聖德路一段西側,晴,有照明且開啟,市區道路,70,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反其他號誌,死亡1;受傷0,2,機車,普通重型,男,36,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.193966,24.992505,其他(非共享經濟與外送平台)
2025,2,20250207,160000,A1,桃園市政府警察局,桃園市龍潭區中豐路高平段口 / 桃園市龍潭區中豐路高平段口,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,左轉彎未依規定,死亡1;受傷0,1,機車,普通重型,女,37,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,後車尾,,,駕駛者,左轉彎未依規定,否,121.210828,24.840699,其他(非共享經濟與外送平台)
2025,2,20250207,160000,A1,桃園市政府警察局,桃園市龍潭區中豐路高平段口 / 桃園市龍潭區中豐路高平段口,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,左轉彎未依規定,死亡1;受傷0,2,小客車(含客、貨兩用),自用,女,29,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,未依規定減速,否,121.210828,24.840699,其他(非共享經濟與外送平台)
2025,2,20250209,065400,A1,桃園市政府警察局,桃園市龍潭區中正路84號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,路上有停車,有遮蔽物,建築物,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,35,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.215229,24.868242,其他(非共享經濟與外送平台)
2025,2,20250209,065400,A1,桃園市政府警察局,桃園市龍潭區中正路84號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,路上有停車,有遮蔽物,建築物,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,小貨車,自用,男,44,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,左後車尾(身),,,其他,違規(臨時)停車,否,121.215229,24.868242,其他(非共享經濟與外送平台)
2025,2,20250210,150805,A1,桃園市政府警察局,桃園市蘆竹區新南路一段口 / 桃園市蘆竹區忠孝東路口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,右轉彎未依規定,死亡1;受傷0,1,曳引車,營業用,男,46,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右側車身,,,駕駛者,右轉彎未依規定,否,121.294646,25.045120,其他(非共享經濟與外送平台)
2025,2,20250210,150805,A1,桃園市政府警察局,桃園市蘆竹區新南路一段口 / 桃園市蘆竹區忠孝東路口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,右轉彎未依規定,死亡1;受傷0,2,慢車,腳踏自行車,女,27,其他(無需使用保護裝備之人),未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.294646,25.045120,其他(非共享經濟與外送平台)
2025,2,20250211,184800,A1,桃園市政府警察局,桃園市觀音區民族一路口 / 桃園市觀音區一心路口,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,1,小客車(含客、貨兩用),自用,男,34,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,左前車頭(身),駕駛者,闖紅燈直行,否,121.132774,25.036302,其他(非共享經濟與外送平台)
2025,2,20250211,184800,A1,桃園市政府警察局,桃園市觀音區民族一路口 / 桃園市觀音區一心路口,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,2,機車,普通重型,女,61,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,機車與自行車,前車頭,無(車輛駕駛者因素),尚未發現肇事因素,否,121.132774,25.036302,其他(非共享經濟與外送平台)
2025,2,20250214,095523,A1,桃園市政府警察局,桃園市龍潭區佳安里文化路537-1號前0.0公尺附近,陰,無照明,鄉道,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,未依規定減速,死亡1;受傷0,1,機車,普通重型,男,80,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,未依規定減速,否,121.245173,24.849602,其他(非共享經濟與外送平台)
2025,2,20250214,095523,A1,桃園市政府警察局,桃園市龍潭區佳安里文化路537-1號前0.0公尺附近,陰,無照明,鄉道,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,未依規定減速,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.245173,24.849602,
2025,2,20250216,051600,A1,桃園市政府警察局,桃園市中壢區新生路口 / 桃園市中壢區新生路口,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,酒醉(後)駕駛,死亡1;受傷1,1,小客車(含客、貨兩用),自用,男,25,不明,未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,酒醉(後)駕駛,否,121.223970,24.969181,其他(非共享經濟與外送平台)
2025,2,20250216,051600,A1,桃園市政府警察局,桃園市中壢區新生路口 / 桃園市中壢區新生路口,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,酒醉(後)駕駛,死亡1;受傷1,2,人,行人,女,36,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,,,非駕駛者,未依標誌或標線穿越道路,否,121.223970,24.969181,非駕駛人
